name,smiles
P22077,CC(=O)c1cc([N+](=O)[O-])c(Sc2ccc(F)cc2F)s1
CL-225385,N#CCC(=O)c1ccccc1
suritozole,Cn1nc(-c2cccc(F)c2)n(C)c1=S
abametapir,Cc1ccc(-c2ccc(C)cn2)nc1
GSK2801,CCCOc1ccn2c(C(C)=O)cc(-c3ccccc3S(C)(=O)=O)c2c1
SIB-1757,Cc1ccc(O)c(N=Nc2ccccc2)n1
cardionogen-1,c1coc(-c2nnc3sc(C4CCCCC4)nn23)c1
lidamidine,CNC(=N)NC(=O)Nc1c(C)cccc1C
ZLN-024,Cc1ccc(OCCSc2ncccn2)c(Br)c1
atipamezole,CCC1(c2cnc[nH]2)Cc2ccccc2C1
moxonidine,COc1nc(C)nc(Cl)c1NC1=NCCN1
"1,3-dipropyl-8-phenylxanthine",CCCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CCC)c1=O
PACOCF3,CCCCCCCCCCCCCCCC(=O)C(F)(F)F
prinaberel,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12
L-152804,CC1(C)CC(=O)C(C2C3=C(CC(C)(C)CC3=O)Oc3ccccc32)C(=O)C1
amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O
necrostatin-1,CN1C(=O)C(Cc2c[nH]c3ccccc23)NC1=S
dicloralurea,O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl
oltipraz,Cc1c(-c2cnccn2)ssc1=S
CC-115,CCN1C(=O)CN=C2NC=C(c3ccc(-c4nnc[nH]4)nc3C)N=C21
ANR-94,CCOc1nc2c(N)ncnc2n1CC
KW-3902,CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCC)c1=O
ryuvidine,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1
RN-1734,CC(C)NCCN(C(C)C)S(=O)(=O)c1ccc(Cl)cc1Cl
ISX-9,O=C(NC1CC1)c1cc(-c2cccs2)on1
PCA-4248,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCSc2ccccc2)C1C
climbazole,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1
furamidine,N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1
CH5132799,CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21
cyromazine,Nc1nc(N)nc(NC2CC2)n1
tymazoline,Cc1ccc(C(C)C)c(OC=C2NCCN2)c1
epirizole,COc1cc(C)nc(-n2nc(C)cc2OC)n1
enbucrilate,C=C(C#N)C(=O)OCCCC
chlorpyrifos,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
clobenpropit,N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1
immethridine,c1cc(Cc2cnc[nH]2)ccn1
AG-1024,CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O
ICI-63197,CCCn1c(=O)c(C)cn2nc(N)nc12
halothane,FC(F)(F)C(Cl)Br
"2,4-dinitrochlorobenzene",O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1
butylphthalide,CCCCC1OC(=O)c2ccccc21
iodophenpropit,N=C(NCCc1ccc(I)cc1)SCCCc1c[nH]cn1
PF-04885614,CC(C)(N)c1nc(-c2ccc(OC(F)(F)F)cc2)c[nH]1
seclazone,O=C1c2cc(Cl)ccc2OC2CCON12
febuxostat,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
XD-14,CCc1c(C(=O)Nc2cc(S(=O)(=O)N(CC)CC)ccc2O)[nH]c(C)c1C(C)=O
aminothiadiazole,Nc1nncs1
KB-R7943,N=C(N)SCCc1ccc(OCc2ccc([N+](=O)[O-])cc2)cc1
zinc-undecylenate,C=CCCCCCCCCC(=O)O[Zn]OC(=O)CCCCCCCCC=C
felbinac-ethyl,CCOC(=O)Cc1ccc(-c2ccccc2)cc1
clopidol,Cc1nc(C)c(Cl)c(O)c1Cl
buramate,O=C(NCc1ccccc1)OCCO
BU-224,c1ccc2nc(C3=NCCN3)ccc2c1
ITE,COC(=O)c1csc(C(=O)c2c[nH]c3ccccc23)n1
detomidine,Cc1cccc(Cc2c[nH]cn2)c1C
NPPB,O=C(O)c1cc([N+](=O)[O-])ccc1NCCCc1ccccc1
tirapazamine,Nc1n[n+]([O-])c2ccccc2[n+]1[O-]
anethole-trithione,COc1ccc(-c2cc(=S)ss2)cc1
idronoxil,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1
BU-239,c1ccc2nc(C3=NCCN3)cnc2c1
ID-8,COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)cc32)cc1
EX-527,NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21
TCID,O=C1CC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
HJC-0350,Cc1cc(C)c(S(=O)(=O)n2cc(C)cc2C)c(C)c1
penciclovir,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1
amiflamine,Cc1cc(N(C)C)ccc1CC(C)N
azapropazone,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
clomethiazole,Cc1ncsc1CCCl
proxyfan,c1ccc(COCCCc2cnc[nH]2)cc1
diphemanil,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
mabuprofen,CC(C)Cc1ccc(C(C)C(=O)NCCO)cc1
pemirolast,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12
LY255283,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nnn[nH]1
moguisteine,CCOC(=O)CC(=O)N1CCSC1COc1ccccc1OC
alagebrium,Cc1sc[n+](CC(=O)c2ccccc2)c1C
medetomidine,Cc1cccc(C(C)c2c[nH]cn2)c1C
BU226,c1ccc2cc(C3=NCCN3)ncc2c1
2-fluoro-2-deoxy-D-galactose,OCC1OC(O)C(F)C(O)C1O
TC-G-1000,Cc1sc(C)c2c1CCC=C2c1c[nH]cn1
ML-213,Cc1cc(C)c(NC(=O)C2CC3CCC2C3)c(C)c1
SD-169,NC(=O)c1ccc2[nH]ccc2c1
ST-91,CCc1cccc(CC)c1N=C1NCCN1
dimpylate,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
NKY-80,Nc1ncc2c(n1)CC(c1ccco1)CC2=O
perifosine,CCCCCCCCCCCCCCCCCCOP(=O)(O)OC1CC[N+](C)(C)CC1
mepiroxol,[O-][n+]1cccc(CO)c1
BNC105,COc1cc(C(=O)c2c(C)oc3c(O)c(OC)ccc23)cc(OC)c1OC
AD-5467,CC(C)c1cccc2c1OC(C(C)C)C(=S)N2CC(=O)O
N-demethylantipyrine,Cc1cc(=O)n(-c2ccccc2)[nH]1
chuanxiongzine,Cc1nc(C)c(C)nc1C
MK-0354,C1Cc2[nH]nc(-c3nnn[nH]3)c2C1
BW-616U,CNC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O
docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O
teroxirone,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
2-methylimidazole,Cc1ncc[nH]1
PX-12,CCC(C)SSc1ncc[nH]1
eterobarb,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
DPCPX,CCCn1c(=O)c2nc(C3CCCC3)[nH]c2n(CCC)c1=O
ciproxifan,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1
octamethyltrisiloxane,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
thioperamide,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1
NU-2058,Nc1nc(OCC2CCCCC2)c2[nH]cnc2n1
zaltidine,Cc1ncc(-c2csc(NC(=N)N)n2)[nH]1
SN-2,Cc1cc(C)c(C2=NOC3C4CCC(C4)C23)c(C)c1
picartamide,CNC(=S)C1(c2ccccn2)CCCS1
tolimidone,Cc1cccc(Oc2cnc(=O)[nH]c2)c1
LFM-A13,CC(=O)C(C#N)C(=O)Nc1cc(Br)ccc1Br
sulmetozine,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC
nuclomedone,O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1
indium-tri(2-propanolate),CC(C)O[In](OC(C)C)OC(C)C
mephenytoin,CCC1(c2ccccc2)NC(=O)N(C)C1=O
8-M-PDOT,CCC(=O)NC1CCc2cccc(OC)c2C1
SU3327,Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1
benzthiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
NU6027,Nc1nc(N)c([N+][O-])c(OCC2CCCCC2)n1
2-BFI,c1ccc2oc(C3=NCCN3)cc2c1
DR-2313,Cc1nc(=O)c2c([nH]1)CCSC2
L-701252,O=C(c1c(O)c2ccc(Cl)cc2[nH]c1=O)C1CC1
ethotoin,CCN1C(=O)NC(c2ccccc2)C1=O
flosequinan,Cn1cc(S(C)=O)c(=O)c2ccc(F)cc21
3-methyladenine,Cn1cnc(=N)c2nc[nH]c21
imidacloprid,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1
molsidomine,CCOC(=O)Nc1c[n+](N2CCOCC2)no1
1-EBIO,CCn1c(=O)[nH]c2ccccc21
antimonyl,O=C1O[SbH]23OC(=O)C(O2)C2O[SbH]4(OC(=O)C(O4)C1O3)OC2=O
monastrol,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1
perchlozone,NC(=S)NN=Cc1ccncc1
chlorobutanol,CC(C)(O)C(Cl)(Cl)Cl
dimethicone,C[Si](C)(C)O[Si](C)(C)C
piroximone,CCc1[nH]c(O)nc1C(=O)c1ccncc1
emoxipin,CCc1nc(C)ccc1O
tomelukast,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O
1E-1-(2-hydroxy-5-methylphenyl)-1-dodecanone oxime,CCCCCCCCCCCC([N+][O-])c1cc(C)ccc1O
adelmidrol,O=C(CCCCCCCC(=O)NCCO)NCCO
emorfazone,CCOc1c(N2CCOCC2)cnn(C)c1=O
1-hexadecanal,CCCCCCCCCCCCCCCC=O
iobenguane,N=C(N)NCc1cccc(I)c1
BVT-948,CC1(C)C(=O)NC2=C1C(=O)C(=O)c1ccccc12
CNQX,N#Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-]
NSC-95397,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21
captan,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
isotiquimide,Cc1ccnc2c1CCCC2C(N)=S
sobetirome,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1
malotilate,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1
ibuproxam,CC(C)Cc1ccc(C(C)C(=O)NO)cc1
"2,5-furandimethanol",OCc1ccc(CO)o1
"2-ethyl-1,3-hexanediol",CCCC(O)C(CC)CO
enoximone,CSc1ccc(C(=O)c2[nH]c(O)nc2C)cc1
satraplatin,CC(=O)O[Pt](N)(Cl)(Cl)(NC1CCCCC1)OC(C)=O
palmitoylcarnitine,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C
niridazole,O=C1NCCN1c1ncc([N+](=O)[O-])s1
F351,Cc1ccc(=O)n(-c2ccc(O)cc2)c1
gimeracil,O=c1cc(O)c(Cl)c[nH]1
delphinidin,Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1
BVT-948,CC1(C)C(=O)N=C2c3ccccc3C(=O)C(=O)C21
nitisinone,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
fotemustine,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)[N+][O-]
tirasemtiv,C#Cc1cnc2[nH]c(=O)n(C(CC)CC)c2n1
bis(maltolato)oxovanadium(IV),Cc1occc(=O)c1O[V](=O)Oc1c(C)occc1=O
proacipimox,COCc1c[n+]([O-])c(C)cn1
Wy-16922,CCOC(=O)C(=O)Nc1cccc(OC)c1C(N)=O
deoxyarbutin,Oc1ccc(OC2CCCCO2)cc1
lomustine,O=C(NC1CCCCC1)N(CCCl)[N+][O-]
methsuximide,CN1C(=O)CC(C)(c2ccccc2)C1=O
MNITMT,Cn1cnnc1Sc1c([N+](=O)[O-])ncn1C
IBC-293,CC(C)n1nnc2cc(C(=O)O)ccc21
cisplatin,N[Pt](N)(Cl)Cl
caroxazone,NC(=O)CN1Cc2ccccc2OC1=O
AEG3482,NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1
spizofurone,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2
napabucasin,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O
symclosene,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl
ethimizol,CCn1cnc(C(=O)NC)c1C(=O)NC
3-hydroxy-3-phenylpentanamide,CCC(O)(CC(N)=O)c1ccccc1
7-methylxanthine,Cn1cnc2nc(O)nc(O)c21
favipiravir,NC(=O)c1nc(F)cnc1O
MDL-27531,Cn1c(-c2ccccc2)nnc1S(C)(=O)=O
dimethyl-isosorbide,COC1COC2C(OC)COC12
phenprobamate,NC(=O)OCCCc1ccccc1
felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1
EBPC,CCOC(=O)C1CN(Cc2ccccc2)C(=O)C1=O
malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
guanidine,N=C(N)N
K-858,CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1
trimethylolpropane-triacrylate,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C
80841-78-7,Cc1oc(=O)oc1CCl
JNJ-26990990,NS(=O)(=O)NCc1csc2ccccc12
rilmenidine,C1COC(NC(C2CC2)C2CC2)=N1
sodium-tetradecyl-sulfate,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
tetradecylthioacetic-acid,CCCCCCCCCCCCCCSCC(=O)O
NU-1025,Cc1nc2c(O)cccc2c(=O)[nH]1
etoxybamide,O=C(CCCO)NCCO
2-Deoxy-2-{[methyl(nitroso)carbamoyl]amino}hexose,CN([N+][O-])C(=O)NC(C=O)C(O)C(O)C(O)CO
amyl-nitrite,CCCCCO[N+][O-]
oxotremorine-m,C[N+](C)(C)CC#CCN1CCCC1=O
D609,S=C(S)OC1CC2CC1C1CCCC21
safranal,CC1=C(C=O)C(C)(C)CC=C1
eniluracil,C#Cc1cnc(O)nc1O
sanazole,COCCNC(=O)Cn1cnc([N+](=O)[O-])n1
embelin,CCCCCCCCCCCC1C(=O)C(=O)CC(=O)C1=O
guanadrel,N=C(N)NCC1COC2(CCCCC2)O1
dixanthogen,CCOC(=S)SSC(=S)OCC
isoflurophate,CC(C)OP(=O)(F)OC(C)C
NBQX,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1[nH]c(=O)c(=O)[nH]c12
ambazone,N=C(N)N=Nc1ccc(NNC(=N)S)cc1
5-HMF,O=Cc1ccc(CO)o1
metformin,CN(C)C(=N)NC(=N)N
ditiocarb-sodium-trihydrate,CCN(CC)C(=S)S
sulbactam-pivoxil,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
3-deazauridine,O=C1C=CN(C2OC(CO)C(O)C2O)C(=O)C1
"4-acetyl-1,1-dimethylpiperazinium",CC(=O)N1CC[N+](C)(C)CC1
cariporide,CC(C)c1ccc(C(=O)N=C(N)N)cc1S(C)(=O)=O
chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
DNQX,O=c1[nH]c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2[nH]c1=O
C-751,CCOC(=O)c1c[nH]cn1
imexon,N=C1NC(=O)N2CC12
allicin,C=CCSS(=O)CC=C
piperazinedione,O=C1CNC(=O)CN1
phenylmethylsulfonyl-fluoride,O=S(=O)(F)Cc1ccccc1
valrocemide,CCCC(CCC)C(=O)NCC(N)=O
stattic,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)C=C2
carboplatin,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1
tribromoethanol,OCC(Br)(Br)Br
valpromide,CCCC(CCC)C(N)=O
MIRA-1,CCC(=O)OCN1C(=O)C=CC1=O
sodium-nitrite,[O-][N+][O-]
ISO-1,COC(=O)CC1CC(c2ccc(O)cc2)=NO1
pivanex,CCCC(=O)OCOC(=O)C(C)(C)C
valnoctamide,CCC(C)C(CC)C(N)=O
aminomethyltransferase,CC1CCN=C(N)S1
imetit,N=C(N)SCCc1c[nH]cn1
citiolone,CC(=O)NC1CCSC1=O
nitrosodimethylurea,CNC(=O)N(C)[N+][O-]
allylisothiocyanate,C=CCN=C=S
caracemide,CNC(=O)ON(C(C)=O)C(=O)NC
N-methylformamide,CNC=O
faropenem,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12
azomycin-(2-nitroimidazole),O=[N+]([O-])c1ncc[nH]1
zonisamide,NS(=O)(=O)Cc1noc2ccccc12
2-methyl-5-nitrophenol,Cc1ccc([N+](=O)[O-])cc1O
BRL-50481,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C
pifithrin-mu,NS(=O)(=O)C#Cc1ccccc1
propatylnitrate,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
S-Isopropylisothiourea,CC(C)SC(=N)N
acipimox,Cc1cnc(C(=O)O)c[n+]1[O-]
allylthiourea,C=CCN=C(N)S
EIT-hydrobromide,CCSC(=N)N
bronopol,O=[N+]([O-])C(Br)(CO)CO
SM-108,NC(=O)c1[nH]cnc1O
trichloroacetic-acid,O=C(O)C(Cl)(Cl)Cl
ethyl-pyruvate,CCOC(=O)C(C)=O
clomesone,CS(=O)(=O)CS(=O)(=O)OCCCl
MDMS,CS(=O)(=O)OCOS(C)(=O)=O
RRx-001,O=C(CBr)N1CC([N+](=O)[O-])([N+](=O)[O-])C1
methanesulfonyl-fluoride,CS(=O)(=O)F
nitecapone,CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O
meldonium,C[N+](C)(C)NCCC(=O)O
OR-486,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1
oleandrin,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1O
taurocholate,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C
INT-767,CCC1C(O)C2C3CCC(C(C)CCOS(=O)(=O)O)C3(C)CCC2C2(C)CCC(O)CC12
ursodeoxycholyltaurine,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
solithromycin,CCC1OC(=O)C(C)(F)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cc(-c4cccc(N)c4)nn3)C(=O)OC12C
CF102,CNC(=O)C1OC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O
nanchangmycin,COC1CCC(OC2CC(C3(C)CCC4(CC(O)C(C)C(C(C)C=C(C)C(=O)C(C)CC(C)C(=O)O)O4)O3)OC3(OC(C4OC(O)(CO)C(C)CC4C)CC3C)C2C)OC1C
hygromycin-b,CNC1CC(N)C(O)C(OC2OC(CO)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC3C2O)C1O
IB-MECA,CNC(=O)C1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)C1O
verbascoside,CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(CO)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O
rostafuroxine,CC12CCC(O)CC1CCC1C2CCC2(C)C(O)(c3ccoc3)CCC12O
nor-Binaltorphimine-dihydrochloride,Oc1ccc2c3c1OC1c4[nH]c5c(c4CC4(O)C(C2)N(CC2CC2)CCC314)CC1(O)C2Cc3ccc(O)c4c3C1(CCN2CC1CC1)C5O4
10-deacetylbaccatin,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(O)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C
cephalomannine,CC=C(C)C(=O)NC(c1ccccc1)C(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(OC(C)=O)C(=C1C)C2(C)C
INT-747;obeticholic-acid,CCC1C(O)C2C3CCC(C(C)CCC(=O)O)C3(C)CCC2C2(C)CCC(O)CC12
oridonin,C=C1C(=O)C23C(O)C1CCC2C12COC3(O)CC1C(C)(C)CCC2O
ginkgolide-b,CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O
neohesperidin,COc1cc(O)cc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)c1
bevirimat-dimeglumine,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C)(C)C5CCC43C)C12
ercalcitriol,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)(C)O)CC(O)CC1O
GR-79236,OCC1OC(n2cnc3c(NC4CCCC4O)ncnc32)C(O)C1O
seocalcitol,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC=CC(O)(CC)CC)CC(O)CC1O
dihydrostreptomycin,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O
RU-28318,CCCC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(O)CCC(=O)O)C12
CV-1808,Nc1nc(Nc2ccccc2)nc2c1ncn2C1OC(CO)C(O)C1O
beta-funaltrexamine,COC(=O)C=CC(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5
CC4,O=c1cccc2n1CC1CC2CN(CCN2CC3CC(C2)c2cccc(=O)n2C3)C1
naloxone-benzoylhydrazone,C=CCN1CCC23c4c5ccc(O)c4OC2C(=NNC(=O)c2ccccc2)CCC3(O)C1C5
coenzyme-i,NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1
deforolimus,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OP(C)(C)=O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
2-chloro-N6-cyclopentyladenosine,OCC1OC(n2cnc3c(NC4CCCC4)nc(Cl)nc32)C(O)C1O
castanospermine,OC1CN2CCC(O)C2C(O)C1O
istaroxime,CC12CCC3C(CC(=O)C4CC(=NOCCN)CCC43C)C1CCC2=O
toyocamycin,N#Cc1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12
matrine,O=C1CCCC2C3CCCN4CCCC(CN12)C34
swainsonine,OC1CN2CCCC(O)C2C1O
U-18666A,CCN(CC)CCOC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1
cortisone;cortodoxone,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
sophocarpine,O=C1C=CCC2C3CCCN4CCCC(CN12)C34
2-chloroadenosine,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O
N6-methyladenosine,CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O
SDZ-WAG-994,COC1C(O)C(CO)OC1n1cnc2c(NC3CCCCC3)ncnc21
5'-Chloro-5'-deoxy-ENBA-(+/-),OC1C(CCl)OC(n2cnc3c(NC4CC5CCC4C5)ncnc32)C1O
procyanidin-b-2,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2
cortodoxone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO
zebularine,O=c1ncccn1C1OC(CO)C(O)C1O
ALS-8176,Nc1ccn(C2OC(CO)(CCl)C(O)C2F)c(=O)n1
"5-Amino-3-D-ribofuranosylthiazolo[4,5-d]pyrimidin-2,7(3H,6H)-dione",Nc1nc2c(sc(=O)n2C2OC(CO)C(O)C2O)c(=O)[nH]1
tioguanine,Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1
eglumetad,NC1(C(=O)O)CCC2C(C(=O)O)C21
JHW-007,CCCCN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
MK-0812,COC1COCCC1NC1CCC(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1
AZD5582,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1
2-methoxyestradiol,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12
kuromanin,OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O
R-1479;Ro-9187,[N-]=[N+]=NC1(CO)OC(n2ccc(N)nc2=O)C(O)C1O
"2,3-cis/exo-pinanediol;pinanediol",CC1(C)C2CC(O)C(C)(O)C1C2
tagatose,OCC1(O)OCC(O)C(O)C1O
atrasentan,CCCCN(CCCC)C(=O)CN1CC(c2ccc3c(c2)OCO3)C(C(=O)O)C1c1ccc(OC)cc1
G-1,CC(=O)c1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2
PSI-7976;sofosbuvir,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1
safflower-yellow,O=C(C=Cc1ccc(O)cc1)C1C(=O)C(=CC2C(=O)C(C(=O)C=Cc3ccc(O)cc3)C(=O)C(O)(C3OC(CO)C(O)C(O)C3O)C2=O)C(=O)C(O)(C2OC(CO)C(O)C(O)C2O)C1=O
PF-03814735,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12
Calhex-231,CC(NC1CCCCC1NC(=O)c1ccc(Cl)cc1)c1cccc2ccccc12
ITI214,CN1C(=O)c2c(nn(Cc3ccc(-c4cccc(F)n4)cc3)c2Nc2ccccc2)N2C1=NC1CCCC12
alvespimycin,COC1C=CC=C(C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C1OC(N)=O)C2=O
2-iminobiotin,N=C1NC2CSC(CCCCC(=O)O)C2N1
ICG-001,O=C1C(Cc2ccc(O)cc2)N2C(=O)CCN(C(=O)NCc3ccccc3)C2CN1Cc1cccc2ccccc12
erteberel,Oc1ccc(C2Oc3ccc(O)cc3C3CCCC32)cc1
talazoparib,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1
